CIty_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
273,Zeya,53.75,127.2667,56.52,80,0,2.57,RU,Clear
274,Mayo,38.8876,-76.5119,93.34,64,54,4.0,US,Clouds
275,Port-Cartier,50.0334,-66.8654,66.42,100,100,1.12,CA,Clouds
276,Sorong,-0.8833,131.25,76.91,87,100,4.07,ID,Clouds
277,Leningradskiy,69.3833,178.4167,39.94,93,100,22.7,RU,Rain
278,Ribeira Grande,38.5167,-28.7,75.6,78,40,0.0,PT,Clouds
279,Padilla,3.2204,-76.3139,79.18,66,98,1.43,CO,Clouds
280,Nioaque,-21.1353,-55.83,88.16,28,1,4.5,BR,Clear
281,Cayenne,4.9333,-52.3333,87.84,78,67,4.0,GF,Clouds
282,Sorland,67.667,12.6934,51.82,76,37,21.92,NO,Clouds
283,Roseau,15.3017,-61.3881,80.73,78,100,4.65,DM,Rain
284,Antofagasta,-23.65,-70.4,62.02,68,26,7.4,CL,Clouds
285,Casino,-28.8667,153.05,57.02,98,11,2.68,AU,Clouds
286,Hofn,64.2539,-15.2082,50.92,91,100,12.86,IS,Clouds
287,Gull Lake,50.1001,-108.4847,94.77,15,0,11.41,CA,Clear
288,Nautla,20.2167,-96.7833,88.77,58,20,13.13,MX,Clouds
289,Ndele,8.4109,20.6473,70.68,97,93,2.77,CF,Rain
290,Deputatskiy,69.3,139.9,39.24,78,77,2.62,RU,Clouds
291,Storm Lake,42.6411,-95.2097,85.35,36,1,6.91,US,Clear
292,Victoria,22.2855,114.1577,82.45,88,100,7.25,HK,Rain
293,Providencia,28.7167,-111.5833,98.62,51,24,7.0,MX,Clouds
294,Klyuchi,52.2667,79.1667,58.05,64,99,4.79,RU,Clouds
295,Taltal,-25.4,-70.4833,60.85,66,23,7.0,CL,Clouds
296,Mayna,54.1135,47.6231,60.71,83,100,5.37,RU,Rain
297,La Ronge,55.1001,-105.2842,86.32,26,61,12.71,CA,Clouds
298,Saint-Denis,48.9167,2.3333,78.12,50,0,3.44,FR,Clear
299,Ban Nahin,18.2418,104.2122,75.04,100,100,2.59,LA,Rain
300,Sambava,-14.2667,50.1667,69.6,85,32,14.72,MG,Rain
301,Padang,-0.9492,100.3543,75.78,94,100,4.63,ID,Clouds
302,Grand Gaube,-20.0064,57.6608,70.38,76,36,5.99,MU,Rain
303,Ponta Delgada,37.7333,-25.6667,74.12,83,40,10.36,PT,Clouds
304,Port Blair,11.6667,92.75,80.73,86,100,11.99,IN,Clouds
305,Zhangjiakou,40.81,114.8794,63.99,96,100,4.07,CN,Rain
306,Yulara,-25.2406,130.9889,53.19,44,6,10.33,AU,Clear
307,Barcelona,41.3888,2.159,88.61,81,0,5.75,ES,Clear
308,Panguna,-6.3164,155.4848,68.22,94,100,2.1,PG,Clouds
309,Nome,64.5011,-165.4064,48.27,93,90,14.97,US,Rain
310,Arawa,-6.2132,155.5367,76.8,90,100,2.82,PG,Clouds
311,Kjollefjord,70.9457,27.3465,46.89,85,63,7.4,NO,Clouds
312,Pedasi,7.5333,-80.0333,78.87,82,100,12.33,PA,Clouds
313,Makakilo City,21.3469,-158.0858,82.62,64,13,18.37,US,Clouds
314,Gorin,51.1983,136.6669,55.31,93,31,2.04,RU,Clouds
315,Staryy Nadym,65.6118,72.6842,66.6,70,100,14.38,RU,Clouds
316,Putina,-15.4667,-69.4333,51.31,37,3,9.6,PE,Clear
317,Imeni Morozova,59.9757,31.0376,64.44,95,96,9.64,RU,Clouds
318,Khor,47.8861,134.9464,59.63,84,94,3.94,RU,Clouds
319,Ilulissat,69.2167,-51.1,55.42,67,75,12.66,GL,Rain
320,Prieska,-29.6641,22.7474,45.75,88,2,9.26,ZA,Clear
321,Outjo,-20.1167,16.15,66.7,20,0,2.91,NA,Clear
322,Dzaoudzi,-12.7887,45.2699,73.29,88,0,0.0,YT,Clear
323,Zholymbet,51.7433,71.7122,56.5,65,65,5.48,KZ,Clouds
324,Svetlyy,54.675,20.1347,60.85,76,96,8.1,RU,Clouds
325,Saint-Augustin,51.226,-58.6502,71.06,74,37,9.44,CA,Clouds
326,Rafraf,37.1904,10.1837,82.71,73,0,7.74,TN,Clear
327,Los Llanos De Aridane,28.6585,-17.9182,75.13,80,40,16.11,ES,Clouds
328,Zhigansk,66.7697,123.3711,46.08,84,100,12.93,RU,Clouds
329,Aykhal,66.0,111.5,47.75,91,100,8.86,RU,Clouds
330,Krasnyy,54.5678,31.4333,63.21,72,99,8.3,RU,Clouds
331,Kudahuvadhoo,2.6708,72.8944,81.73,74,100,17.63,MV,Clouds
332,Plymouth,41.8334,-70.8328,92.86,65,1,1.01,US,Clear
333,Nadym,65.5333,72.5167,67.03,69,100,16.13,RU,Clouds
334,Buraydah,26.326,43.975,92.93,13,83,12.19,SA,Clouds
335,Lubao,14.9167,120.55,80.15,88,99,1.97,PH,Clouds
336,Takaka,-40.85,172.8,46.56,76,0,4.79,NZ,Clear
337,Bilma,18.6853,12.9164,97.02,20,41,9.57,NE,Clouds
338,Nanortalik,60.1432,-45.2371,49.55,96,100,7.74,GL,Rain
339,Grindavik,63.8424,-22.4338,54.55,87,40,13.8,IS,Clouds
340,Vila,42.0304,-8.1588,65.28,57,5,1.74,PT,Clear
341,Veraval,20.9,70.3667,80.38,82,100,16.42,IN,Clouds
342,Buala,-8.145,159.5921,80.1,81,76,6.17,SB,Clouds
343,Nuuk,64.1835,-51.7216,46.98,96,100,30.2,GL,Rain
344,Port Lincoln,-34.7333,135.8667,51.01,61,0,9.22,AU,Clear
345,Kaitangata,-46.2817,169.8464,46.09,75,36,10.4,NZ,Clouds
346,Shambu,9.5667,37.1,50.9,90,49,0.6,ET,Rain
347,Kuybyshevo,47.8123,38.9073,66.58,86,100,15.5,RU,Clouds
348,Warah,27.4481,67.7978,94.23,39,25,10.58,PK,Clouds
349,Nizwa,22.9333,57.5333,89.56,40,58,3.89,OM,Clouds
350,Qeshm,26.9581,56.2719,91.27,79,20,7.36,IR,Clouds
351,Marau,-28.4492,-52.2,60.46,91,79,2.57,BR,Clouds
352,Leiyang,26.4024,112.8591,72.34,97,100,2.26,CN,Clouds
353,Heubach,48.7927,9.9337,74.23,77,0,1.97,DE,Clear
354,Beringovskiy,63.05,179.3167,57.16,68,100,7.14,RU,Clouds
355,Vokhma,58.9303,46.7586,63.23,63,91,2.89,RU,Clouds
356,Odzun,41.0532,44.6134,61.54,86,100,1.72,AM,Clouds
357,Rock Sound,24.9,-76.2,83.14,68,99,17.87,BS,Clouds
358,Byron Bay,-28.65,153.6167,58.87,94,24,7.0,AU,Clouds
359,Kansanshi,-12.0951,26.4273,61.57,38,0,3.91,ZM,Clear
360,Sarkand,45.41,79.9186,56.48,65,10,5.86,KZ,Clear
361,Kuching,1.55,110.3333,77.22,88,20,3.44,MY,Clouds
362,Khani,41.9563,42.9566,62.17,99,100,0.6,GE,Clouds
363,Meulaboh,4.1363,96.1285,73.06,96,100,1.16,ID,Rain
364,Adrar,20.5022,-10.0711,101.34,14,22,11.14,MR,Clouds
365,Gat,31.61,34.7642,83.08,100,0,5.7,IL,Clear
366,Pacific Grove,36.6177,-121.9166,89.62,86,40,1.01,US,Clouds
367,San Cristobal,7.7669,-72.225,73.96,78,100,5.84,VE,Clouds
368,Raduzhnyy,62.0961,77.475,56.23,95,10,7.7,RU,Clear
369,Palu,-0.8917,119.8707,73.22,94,84,3.6,ID,Clouds
370,Sedan,49.6667,5.0,68.56,87,0,3.65,FR,Clear
371,Fare,-16.7,-151.0167,78.22,74,0,5.37,PF,Clear
372,Paka,4.6374,103.4368,77.81,85,100,4.68,MY,Clouds
373,Kankakee,41.15,-87.8667,81.99,55,1,0.0,US,Clear
374,Anadyr,64.75,177.4833,50.81,83,100,12.37,RU,Clouds
375,Palana,59.1167,159.9667,50.94,80,100,16.89,RU,Clouds
376,Pingliang,35.5392,106.6861,62.19,94,62,5.3,CN,Clouds
377,Sibolga,1.7427,98.7792,75.29,90,100,2.06,ID,Clouds
378,Devonport,-41.1667,146.35,50.09,80,82,19.62,AU,Clouds
379,Gisborne,-38.6533,178.0042,42.94,87,11,5.35,NZ,Clouds
380,Paamiut,61.994,-49.6678,44.85,97,100,10.29,GL,Clouds
381,Caucaia,-3.7361,-38.6531,82.35,71,20,9.22,BR,Clouds
382,Angoche,-16.2325,39.9086,73.42,74,19,11.52,MZ,Clouds
383,Altay,47.8667,88.1167,62.06,56,100,1.83,CN,Rain
384,Bethel,41.3712,-73.414,90.68,70,40,5.75,US,Clouds
385,Lorengau,-2.0226,147.2712,81.07,80,94,9.4,PG,Clouds
386,Yagodnoye,62.55,149.6667,64.54,53,44,5.17,RU,Clouds
387,Villarrica,-25.75,-56.4333,76.19,43,27,3.04,PY,Clouds
388,Mayumba,-3.432,10.6554,74.44,90,98,9.57,GA,Clouds
389,Camp Verde,34.5636,-111.8543,96.46,42,81,4.05,US,Clouds
390,Nuevo Imperial,-13.0754,-76.3172,66.74,70,43,6.69,PE,Clouds
391,Vao,-22.6667,167.4833,67.59,61,99,17.25,NC,Clouds
392,General Teran,25.2667,-99.6833,96.69,32,18,8.68,MX,Clouds
393,Cap Malheureux,-19.9842,57.6142,70.47,76,29,7.0,MU,Rain
394,Palmares Do Sul,-30.2578,-50.5097,61.23,87,100,10.94,BR,Clouds
395,Kintampo,8.0563,-1.7306,73.85,80,91,3.71,GH,Clouds
396,Porto Santo,33.072,-16.3415,75.11,78,20,10.36,PT,Clouds
397,Blythe,33.6103,-114.5964,93.04,34,89,3.15,US,Clouds
398,Saint Anthony,45.0205,-93.218,87.94,30,1,1.99,US,Clear
399,Gondanglegi,-7.7479,112.0132,74.07,88,5,8.57,ID,Clear
400,Payo,-3.7508,103.6372,71.73,97,65,2.15,ID,Rain
401,Great Falls,47.5002,-111.3008,93.92,15,1,6.91,US,Haze
402,Sola,-13.8833,167.55,77.34,79,96,27.72,VU,Clouds
403,Guane,22.2025,-84.0875,85.42,69,71,5.77,CU,Rain
404,Tarakan,3.3,117.6333,78.98,80,100,2.68,ID,Clouds
405,Saint-Pierre,-21.3393,55.4781,69.48,81,90,16.11,RE,Rain
406,Satuk,41.2263,32.3836,58.51,91,0,0.96,TR,Clear
407,Jizan,17.3333,42.6667,92.71,47,11,4.41,SA,Clouds
408,Fereydunshahr,32.941,50.121,63.37,22,0,1.19,IR,Clear
409,Baykit,61.67,96.37,56.03,95,100,3.78,RU,Clouds
410,Balaipungut,1.05,101.2833,73.92,96,100,2.68,ID,Clouds
411,Axim,4.8699,-2.2405,75.83,81,2,8.52,GH,Clear
412,Nichinan,31.6,131.3667,77.27,92,100,10.83,JP,Rain
413,Yeniseysk,58.4497,92.1703,50.83,98,8,4.97,RU,Clear
414,Half Moon Bay,37.4636,-122.4286,95.58,69,20,12.66,US,Clouds
415,Do Gonbadan,30.3586,50.7981,89.8,12,5,2.21,IR,Clear
416,Mackay,-21.15,149.2,65.05,82,72,13.62,AU,Rain
417,Sergeyevka,53.88,67.4158,60.51,56,14,6.38,KZ,Clouds
418,Jinchang,38.4953,102.1739,73.0,36,47,4.25,CN,Clouds
419,Asfi,32.2994,-9.2372,73.51,80,19,6.62,MA,Clouds
420,Pisco,-13.7,-76.2167,67.01,78,16,8.43,PE,Clouds
421,Kailua,21.4022,-157.7394,85.98,62,20,13.8,US,Clouds
422,Yichang,30.7144,111.2847,72.32,84,100,0.92,CN,Rain
423,Atambua,-9.1061,124.8925,68.02,88,7,5.28,ID,Clear
424,Biak,-0.9131,122.8766,74.8,87,35,8.37,ID,Clouds
425,Biskupiec,53.8647,20.9569,58.82,88,70,2.42,PL,Clouds
426,Zambezi,-13.5432,23.1047,63.81,28,0,6.44,ZM,Clear
427,Birpur,26.5167,87.0167,77.41,94,100,5.53,IN,Rain
428,Tehachapi,35.1322,-118.449,95.54,26,17,7.0,US,Clouds
429,Stropkov,49.2021,21.6522,73.06,71,45,1.7,SK,Clouds
430,Itarema,-2.9248,-39.9167,81.1,65,71,15.75,BR,Clouds
431,Ketchikan,55.3422,-131.6461,62.74,80,100,6.71,US,Clouds
432,Pangkalanbuun,-2.6833,111.6167,74.68,97,100,2.75,ID,Clouds
433,Charters Towers,-20.1,146.2667,61.56,82,68,6.76,AU,Clouds
434,Cairns,-16.9167,145.7667,71.55,88,90,10.36,AU,Rain
435,Balotra,25.8333,72.2333,83.62,64,98,22.24,IN,Clouds
436,Henties Bay,-22.116,14.2845,57.18,80,0,4.88,NA,Clear
437,Vanderhoof,54.0166,-124.0198,79.88,34,94,17.2,CA,Clouds
438,Kholm,59.2667,32.85,60.44,94,100,10.33,RU,Clouds
439,Kasempa,-13.4584,25.8338,62.33,37,0,5.17,ZM,Clear
440,Baoying,33.2292,119.3092,69.37,95,75,5.59,CN,Clouds
441,Sultanpur,26.2667,82.0667,81.68,82,51,6.11,IN,Clouds
442,Hami,42.8,93.45,88.92,18,92,13.58,CN,Clouds
443,Bundaberg,-24.85,152.35,60.22,96,3,1.99,AU,Clear
444,Severomuysk,56.1481,113.4267,48.65,72,9,3.94,RU,Clear
445,Tingi,-11.3,35.0333,63.12,59,79,2.66,TZ,Clouds
446,North Bend,43.4065,-124.2243,78.93,77,1,10.36,US,Clear
447,The Pas,53.8251,-101.2541,91.29,23,62,10.92,CA,Clouds
448,Hualmay,-11.0964,-77.6139,65.98,72,42,12.68,PE,Clouds
449,Yate,51.5407,-2.4184,68.02,80,100,1.99,GB,Clouds
450,San Jose,37.3394,-121.895,95.52,51,20,8.05,US,Clouds
451,Vestmannaeyjar,63.4427,-20.2734,55.96,78,87,22.55,IS,Clouds
452,Los Andes,-32.8337,-70.5983,68.11,14,100,4.54,CL,Clouds
453,Sistranda,63.7256,8.834,56.89,91,100,12.57,NO,Rain
454,Marawi,7.9986,124.2928,63.64,92,96,3.04,PH,Clouds
455,Seydi,39.4816,62.9137,74.64,23,0,11.56,TM,Clear
456,Omboue,-1.5746,9.2618,76.3,87,100,9.42,GA,Rain
457,Muisne,0.6,-80.0333,76.64,81,99,12.86,EC,Clouds
458,Dingle,10.9995,122.6711,75.2,90,12,2.37,PH,Rain
459,Warrington,53.3925,-2.5802,61.79,91,75,3.0,GB,Clouds
460,Mashpee,41.6484,-70.4811,91.98,58,1,8.05,US,Clear
461,San Juan,-31.5375,-68.5364,70.43,14,6,5.61,AR,Clear
462,Huanren,41.2647,125.3667,61.36,97,13,1.77,CN,Clouds
463,Quang Ngai,15.1167,108.8,79.03,72,100,4.72,VN,Clouds
464,Santa Isabel,-23.3156,-46.2214,64.65,76,56,7.45,BR,Clouds
465,Poum,-20.2333,164.0167,68.22,63,1,14.81,NC,Clear
466,Pirgos,35.1167,25.7178,78.48,67,0,13.71,GR,Clear
467,Bargaoani,46.9833,26.6333,66.79,74,66,2.59,RO,Clouds
468,Sitka,57.0531,-135.33,58.89,77,75,6.91,US,Clouds
469,Erenhot,43.6475,111.9767,72.41,53,16,6.35,CN,Clouds
470,Chicama,-7.8447,-79.1469,72.75,60,19,11.79,PE,Clouds
471,Bull Savanna,17.8868,-77.5902,81.75,72,34,7.16,JM,Clouds
472,Atar,20.5169,-13.0499,101.35,17,3,9.78,MR,Clear
473,Takoradi,4.8845,-1.7554,75.88,79,5,10.47,GH,Clear
474,Xifeng,42.7372,124.7222,62.24,92,61,1.68,CN,Clouds
475,Muros,42.7762,-9.0603,71.15,76,0,9.55,ES,Clear
476,Bubaque,11.2833,-15.8333,79.45,82,100,15.01,GW,Clouds
477,Burgeo,47.6167,-57.6152,70.84,89,19,6.44,CA,Clouds
478,Mahalapye,-23.1041,26.8142,55.36,68,100,17.18,BW,Clouds
479,Save,8.0425,2.486,73.09,94,25,4.03,BJ,Rain
480,Babaeski,41.4325,27.0931,70.14,66,0,8.41,TR,Clear
481,Batemans Bay,-35.7167,150.1833,46.9,80,100,4.7,AU,Clouds
482,Onhaye,50.2426,4.8433,67.19,80,0,1.14,BE,Clear
483,Ivanivka,46.7208,34.553,70.3,47,52,8.93,UA,Clouds
484,Matara,5.9485,80.5353,78.64,84,100,12.8,LK,Clouds
485,Vila Franca Do Campo,37.7167,-25.4333,73.81,84,33,11.23,PT,Clouds
486,Lucenec,48.3325,19.6671,71.83,61,0,3.02,SK,Clear
487,Palera,25.0167,79.2333,80.35,72,3,4.9,IN,Clear
488,Strezhevoy,60.7333,77.5889,58.98,93,14,6.58,RU,Clouds
489,Tongzi,28.7829,105.0877,72.25,92,98,1.54,CN,Clouds
490,Sitrah,26.1547,50.6206,98.6,51,0,3.0,BH,Clear
491,College,64.8569,-147.8028,54.59,71,90,6.91,US,Clouds
492,Charlottesville,38.0293,-78.4767,94.93,61,1,3.0,US,Clear
493,Lasa,46.6166,10.7002,71.69,84,53,1.86,IT,Clouds
494,Baruun-Urt,46.6806,113.2792,54.39,89,12,8.25,MN,Clouds
495,Kamenka,51.3223,42.7678,59.54,96,93,12.44,RU,Clouds
496,Xunchang,28.4543,104.715,71.28,90,99,2.48,CN,Rain
497,Valle De Allende,26.9333,-105.4,84.36,31,10,12.75,MX,Clear
498,Roebourne,-20.7833,117.1333,70.74,34,12,6.26,AU,Clouds
499,Armidale,-30.5167,151.65,39.81,81,0,3.42,AU,Clear
500,Havelock,34.8791,-76.9013,91.35,76,100,8.01,US,Clouds
501,Papetoai,-17.4961,-149.8729,81.99,75,51,6.58,PF,Rain
502,Dakar,14.6937,-17.4441,85.08,81,100,9.08,SN,Clouds
503,Balkhash,46.844,74.9804,59.67,68,14,19.44,KZ,Clouds
504,Maningrida,-12.0667,134.2667,69.6,86,9,9.06,AU,Clear
505,Elizabeth City,36.2946,-76.2511,96.98,67,1,1.01,US,Clear
506,Ugoofaaru,5.6667,73.0,81.99,75,100,17.56,MV,Clouds
507,La Reforma,25.0833,-108.05,96.75,62,96,11.25,MX,Clouds
508,Tura,25.5198,90.2201,74.68,97,100,5.64,IN,Clouds
509,Sisimiut,66.9395,-53.6735,49.44,87,99,26.28,GL,Rain
510,Buncrana,55.1333,-7.45,55.11,90,74,5.19,IE,Clouds
511,Kollam,8.8833,76.6,78.67,85,100,11.65,IN,Rain
512,Oranjestad,12.524,-70.027,84.15,74,40,11.5,AW,Rain
513,Svetlogorsk,52.6333,29.7333,64.26,64,61,6.82,BY,Clouds
514,Praia Da Vitoria,38.7333,-27.0667,75.76,90,13,12.5,PT,Clouds
515,Necochea,-38.5473,-58.7368,65.03,51,0,7.58,AR,Clear
516,Ballinasloe,53.3275,-8.2194,59.7,98,100,9.86,IE,Clouds
517,Lokoja,7.8024,6.743,75.6,91,76,3.91,NG,Rain
518,Prokopyevsk,53.9059,86.719,55.0,97,100,2.15,RU,Clouds
519,Mogadishu,2.0371,45.3438,76.08,87,100,17.92,SO,Clouds
520,Touros,-5.1989,-35.4608,81.5,69,7,19.13,BR,Clear
521,Juneau,58.3019,-134.4197,60.84,77,99,3.4,US,Clouds
522,Chiang Mai,18.75,99.0,77.07,88,75,2.3,TH,Rain
523,Goianesia,-15.3175,-49.1175,90.19,17,2,1.23,BR,Clear
524,Basingstoke,51.2625,-1.0871,68.2,79,94,7.74,GB,Clouds
525,Kroya,-7.6331,109.2461,76.87,90,80,7.14,ID,Clouds
526,Santa Cruz De La Palma,28.6835,-17.7642,79.14,83,40,16.11,ES,Clouds
527,Novoagansk,61.9449,76.6625,56.82,92,10,8.14,RU,Clear
528,Talnakh,69.4865,88.3972,52.36,86,100,7.47,RU,Clouds
529,Xinqing,48.2333,129.5,52.45,87,8,1.32,CN,Clear
530,Zapolyarnyy,69.4154,30.8136,52.88,80,98,4.81,RU,Clouds
531,Olga,43.7444,135.2892,52.29,95,13,4.92,RU,Clouds
532,Flic En Flac,-20.2742,57.3631,70.52,78,65,19.93,MU,Clouds
533,Gizo,-8.103,156.8419,81.23,79,55,8.37,SB,Clouds
534,Ambulu,-8.345,113.6058,73.53,92,3,3.62,ID,Clear
535,Ust-Maya,60.4167,134.5333,62.51,67,58,3.44,RU,Clouds
536,Coxim,-18.5067,-54.76,94.62,18,6,8.48,BR,Clear
537,Nanga Eboko,4.6833,12.3667,70.34,85,97,3.49,CM,Clouds
538,Arlit,18.7369,7.3853,99.39,19,42,5.3,NE,Clouds
539,Novo Aripuana,-5.1206,-60.3797,90.43,43,100,2.77,BR,Clouds
540,Smolenka,52.1352,113.4974,53.67,94,7,4.47,RU,Clear
541,Safranbolu,41.2508,32.6942,59.76,86,0,2.19,TR,Clear
542,Richards Bay,-28.783,32.0377,58.6,77,100,4.34,ZA,Clouds
543,Taganak,6.0833,118.3,81.91,77,68,8.1,PH,Clouds
544,Bandarbeyla,9.4942,50.8122,77.04,84,63,31.81,SO,Clouds
545,Ulety,51.3572,112.4849,53.01,95,7,3.11,RU,Clear
546,Kismayo,-0.3582,42.5454,76.24,82,37,19.91,SO,Clouds
547,Katherine,-14.4667,132.2667,71.92,56,40,9.22,AU,Clouds
548,Ayan,56.45,138.1667,64.11,76,38,3.36,RU,Clouds
